S.No.,Application Number,Application Type,Institute Name,Inst Address,Inst Address 2,CITY,District,Pincode,Minority Institute,Womens institute,State,Region,Inst Type,Program,Course,Level,Specialization,Intake,Approval
94,1-6590991,New Institute,Divine International Group of Institutions,"Plot No. 13, Block No. 18, 
Educational Area,
Special Area Development Authority (SADA),
Gwalior West,
Gwalior, 
M.P.",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided-Private,MCA,Master in Computer Application,Post Graduate,Masters of Computer Application,120,No
,1-6590991,New Institute,Divine International Group of Institutions,"Plot No. 13, Block No. 18, 
Educational Area,
Special Area Development Authority (SADA),
Gwalior West,
Gwalior, 
M.P.",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,Masters of Business Administration,120,No
95,1-4077163,New Institute,Integral Institute of Information Technology & Management,"Opp. Sithouli Railway Station, NH-75, Jhansi Road",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical Engineering,60,No
,1-4077163,New Institute,Integral Institute of Information Technology & Management,"Opp. Sithouli Railway Station, NH-75, Jhansi Road",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,,60,No
,1-4077163,New Institute,Integral Institute of Information Technology & Management,"Opp. Sithouli Railway Station, NH-75, Jhansi Road",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,,60,No
,1-4077163,New Institute,Integral Institute of Information Technology & Management,"Opp. Sithouli Railway Station, NH-75, Jhansi Road",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,,60,No
,1-4077163,New Institute,Integral Institute of Information Technology & Management,"Opp. Sithouli Railway Station, NH-75, Jhansi Road",,Gwalior,Gwalior,474001,,,Madhya Pradesh,Central,Unaided - Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics and Communication Engg.,60,No
96,1-4883741,New Institute,INDO FRIENDS FOUNDATION GROUP OF INSTITUTIONS,"HEMKUNT CAMPUS
KHANDWA ROAD
INDORE
MP",INDORE,INDORE,INDORE,452017,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA (Part Time),60,No
,1-4883741,New Institute,INDO FRIENDS FOUNDATION GROUP OF INSTITUTIONS,"HEMKUNT CAMPUS
KHANDWA ROAD
INDORE
MP",INDORE,INDORE,INDORE,452017,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA (Financial Administration),60,No
,1-4883741,New Institute,INDO FRIENDS FOUNDATION GROUP OF INSTITUTIONS,"HEMKUNT CAMPUS
KHANDWA ROAD
INDORE
MP",INDORE,INDORE,INDORE,452017,,,Madhya Pradesh,Central,Unaided-Private,MCA,Master in Computer Application,Post Graduate,MCA,60,No
,1-4883741,New Institute,INDO FRIENDS FOUNDATION GROUP OF INSTITUTIONS,"HEMKUNT CAMPUS
KHANDWA ROAD
INDORE
MP",INDORE,INDORE,INDORE,452017,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA (FT),120,No
97,1-6605051,New Institute,IMT group of institutions,"rai, badagaon road",Morar,Gwalior,Gwalior,474006,,,Madhya Pradesh,Central,Unaided-Private,Architacture & Town Planning,Architecture,Graduate,B. ARCH.,80,No
98,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Management,PG Diploma in Management,Post Graduate,Post Graduate Diploma in Management,120,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Adminisration,120,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,90,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics & Communication Engg.,90,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical & electronics Engg.,60,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Information Technology,Graduate,Information Technology,60,No
,1-5378391,New Institute,Chameli Devi Group of Institution,"Gram Urrikheda, Near Toll Naka, Khandwa Road, Indore",,Indore,Indore,452020,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engineering,120,No
99,1-2987831,New Institute,Pioneer Institute of Professional Studies (PGDM),"Mahalaxmi Nagar,
Opp Bombay Hospital, Indore-452010",Indore,Indore,Indore,452010,Y,,Madhya Pradesh,Central,Unaided-Private,Management,PG Diploma in Management,Post Graduate,PGDM,60,No
100,1-7478471,New Institute,Shri Rawatpura Sarkar Institute of Management Science,"N.H. 75,","Village Dagrai, Jhansi Road",Datia,Datia,475661,N,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,"Marketing,Finance,Human resource Management",120,No
101,1-16081651,New Institute,VIDYAVATI COLLEGE,"B.T.I ROAD,VIKRAMPURA",BHIND (M.P),BHIND,BHIND,477001,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MASTER IN BUSSINESS ADMINISTRATION,60,No
102,1-12060061,New Institute,Sardar Patel Institute of Technology and Management,Choli Road Mandleshwar,,Mandleshwar,Khargone,451221,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electrical & Communication,Graduate,Electronics & Communication Engineering,60,No
,1-12060061,New Institute,Sardar Patel Institute of Technology and Management,Choli Road Mandleshwar,,Mandleshwar,Khargone,451221,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical Engineer/ Electrical Elex Engineering,60,No
,1-12060061,New Institute,Sardar Patel Institute of Technology and Management,Choli Road Mandleshwar,,Mandleshwar,Khargone,451221,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engineering,60,No
,1-12060061,New Institute,Sardar Patel Institute of Technology and Management,Choli Road Mandleshwar,,Mandleshwar,Khargone,451221,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,60,No
,1-12060061,New Institute,Sardar Patel Institute of Technology and Management,Choli Road Mandleshwar,,Mandleshwar,Khargone,451221,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engineering,60,No
103,1-5337353,New Institute,Divaba Institute of Management & Computer Application (DIMCA),"Villege Anasan, Ta - Dascroi",Dist - Ahmedabad, Villege Anasan,Ahmedabad,382330,,,Gujarat,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,"Marketing, Financs, HRM,",120,No
104,1-5009511,New Institute,Naran Lala School of Industrial Management & Computer Science,"Bhagwati Sankul, Near Eru Char Rasta, Navsari - 396 450",,Navsari,Navsari,396 450,,,Gujarat,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,60,No
105,1-3132391,New Institute,Dr. Jivraj Mehta Institute of Technology, NH 8,Village : Mogar,MOGAR,Anand,388340,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,60,No
,1-3132391,New Institute,Dr. Jivraj Mehta Institute of Technology, NH 8,Village : Mogar,MOGAR,Anand,388340,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science and Engineering,60,No
,1-3132391,New Institute,Dr. Jivraj Mehta Institute of Technology, NH 8,Village : Mogar,MOGAR,Anand,388340,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics and Communication,60,No
,1-3132391,New Institute,Dr. Jivraj Mehta Institute of Technology, NH 8,Village : Mogar,MOGAR,Anand,388340,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engineering,60,No
,1-3132391,New Institute,Dr. Jivraj Mehta Institute of Technology, NH 8,Village : Mogar,MOGAR,Anand,388340,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical Engineering,60,No
106,1-3287591,New Institute,NALANDA SCHOOL OF MANAGEMENT,"REGD OFFICE:SAKET, PARANJAPE SCHEME A RD NO 2,VILE PARLE(E), MUMBAI 400057.
ADMIN OFFICE: POONAM PALAC3, NR. NARAMD LIBRARY, ATHWALINES, SURAT395001.","CAMPUS:VESU ABHWA ROAD, VESU, SURAT.",SURAT,SURAT,395007,,,Gujarat,Central,Unaided-Private,Management,PG Diploma in Management,Post Graduate,PGDM,120,No
107,1-7595011,New Institute,Maharana Pratap College Of Managment,"Khasra No. 88 / 2 / 2 / ada 
Khasra No. 88 / 2 / 2 / cha 
Khasra No. 88 / 2 / 2 / kha 
Amar Pura Road
Village Amla , 
Near Ratibad 
Bhopal 
Madhya Pradesh",,Bhopal,Bhopal,,,,Madhya Pradesh,Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,60,No
108,1-3396001,New Institute,Pradnyaa School of Leadership Development,"S. N0. 1850/51, At. Darewadi, Post.Garade, Tal. Purandar, Dist. Pune",,Pune,Pune,412213,,,Maharashtra,Western,Unaided - Private,Management,PG Diploma in Management,Post Graduate,"HR, Finance, Marketing, Retail",120,No
109,1-9278111,New Institute,Shreejee Institute of Technology and Management,"7KM Kargone Khandwa Road, Near Gayatri Mandir, Village Mirza",,KHARGONE,KHARGONE,451001,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,,60,No
,1-9278111,New Institute,Shreejee Institute of Technology and Management,"7KM Kargone Khandwa Road, Near Gayatri Mandir, Village Mirza",,KHARGONE,KHARGONE,451001,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,,60,No
,1-9278111,New Institute,Shreejee Institute of Technology and Management,"7KM Kargone Khandwa Road, Near Gayatri Mandir, Village Mirza",,KHARGONE,KHARGONE,451001,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,,60,No
,1-9278111,New Institute,Shreejee Institute of Technology and Management,"7KM Kargone Khandwa Road, Near Gayatri Mandir, Village Mirza",,KHARGONE,KHARGONE,451001,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,,60,No
,1-9278111,New Institute,Shreejee Institute of Technology and Management,"7KM Kargone Khandwa Road, Near Gayatri Mandir, Village Mirza",,KHARGONE,KHARGONE,451001,,,Madhya Pradesh,Central,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,,60,No
110,1-13394621,New Institute,VIDHYADEEP COLLEGE OF PHARMACY,"AT & PO : ANITA (KIM), POST : OLPAD",OLPAD,SURAT,SURAT,394110,,,Gujarat,Central,Unaided-Private,BACHELOR DEGREE,Pharmacy,Graduate,PHARMACY,60,No
111,1-2511491,New Institute,ASIA PACIFIC INSTITUTE OF HOTEL MANAGEMENT,VILLAGE BHOYANI,"KADI-KATOSAN ROAD, TA - DETROJ",AHMEDABAD,AHMEDABAD,,,,Gujarat,Central,Unaided - Private,Hotel Management & Catering,Hotel Management & Catering,Graduate,HOTEL MANAGEMENT,60,No
112,1-2933261,New Institute,Shri Labhubhai Trivedi Institute of Engineering And Technology,"At Village Mavdi,
Near Government Engineering College,
Kalawad Road,
Rajkot",,Rajkot,Rajkot,360005,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,B.E Electronics & Communication,60,No
,1-2933261,New Institute,Shri Labhubhai Trivedi Institute of Engineering And Technology,"At Village Mavdi,
Near Government Engineering College,
Kalawad Road,
Rajkot",,Rajkot,Rajkot,360005,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,B.E Computer,60,No
,1-2933261,New Institute,Shri Labhubhai Trivedi Institute of Engineering And Technology,"At Village Mavdi,
Near Government Engineering College,
Kalawad Road,
Rajkot",,Rajkot,Rajkot,360005,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,B.E Mechanical,60,No
,1-2933261,New Institute,Shri Labhubhai Trivedi Institute of Engineering And Technology,"At Village Mavdi,
Near Government Engineering College,
Kalawad Road,
Rajkot",,Rajkot,Rajkot,360005,,,Gujarat,Central,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,B.E Civil,60,No
113,1-10435251,New Institute,Sri Krishna School of Management,"Sy. No. 26/1 (part), Chikka Bellandur, Varthur Hobli","Carmelram Post, Bangalore East Taluk",Bangalore,Bangalore,560 035,,,Karnataka,South-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,"Marketing, Finance, HRD",120,No
114,1-11020971,New Institute,CO-OPERATIVE INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANVILA,"KULATHUR, THIRUVANANTHAPURAM",THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,695571,,,Kerala,South-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,MASTER OF BUSINESS ADMINISTRATION,60,No
115,1-11325051,New Institute,"K.T.N. College of Pharmacy, Chalavara","K.T.N College of Pharmacy, Chalavara, Ottapalam Taluk",,Chalavara,Palakkad,679505,,,Kerala,South-West,Unaided-Private,Pharmacy,Pharmacy,Graduate,Pharmacy,60,No
116,1-13202501,New Institute,Malabar Institute of Technology,"Prestige Educational Trust, Kannur Medical College Campus, Anjarakandy P.O., Kannur-670612",,Kannur,Kannur,670612,Y,,Kerala,South-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EEE,60,No
,1-13202501,New Institute,Malabar Institute of Technology,"Prestige Educational Trust, Kannur Medical College Campus, Anjarakandy P.O., Kannur-670612",,Kannur,Kannur,670612,Y,,Kerala,South-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,EC,60,No
,1-13202501,New Institute,Malabar Institute of Technology,"Prestige Educational Trust, Kannur Medical College Campus, Anjarakandy P.O., Kannur-670612",,Kannur,Kannur,670612,Y,,Kerala,South-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE,60,No
,1-13202501,New Institute,Malabar Institute of Technology,"Prestige Educational Trust, Kannur Medical College Campus, Anjarakandy P.O., Kannur-670612",,Kannur,Kannur,670612,Y,,Kerala,South-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,No
117,1-17355411,New Institute,K.V.M. COLLEGE OF PHARMACY,KOKKOTHAMANGALAM P.O.,CHERTHALA,CHERTHALA,ALAPPUZHA,688583,,,Kerala,South-West,Unaided-Private,Pharmacy,Pharmacy,Graduate,B.Pharm,60,No
118,1-2754891,New Institute,MARIAN ACADEMY OF MANAGEMENT STUDIES,"PUTHUPPADY P.O
KOTHAMANGALAM
MUVATTUPUZHA(VIA)
ERNAKULAM
KERALA",,KOTHAMANGALAM,ERNAKULAM,686673,,,Kerala,South-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,"FINANCE, MARKETING, HRM, INTERNATIONAL BUSINESS",120,No
119,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,MECHANICAL ENGINEERING,60,No
,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Engineering & Technology,Electronics and Communication,Graduate,ELECTRONICS & COMMUNICATION ENGINEERING,60,No
,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,ELECTRICAL & ELCTRONICS ENGINEERING,60,No
,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,COMPUTER SCIENCE & ENGINEERING(CS),60,No
,1-4398111,New Institute,Sampoorna Group of Institutions,"Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District
Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar   
                   District","Belekere, Mallur Hobli,  Channapatna Taluk, Ramanagar",Channapatna,Ramanagar,571501,,,Karnataka,South-West,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,CIVIL ENGINEERING (CV),60,No
120,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Administration,60,No
,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engg,60,No
,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engg,60,No
,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical & Electronics Engg,60,No
,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics & Communication Engg,60,No
,1-5279601,New Institute,KAMMAVARI SANGHAM GROUP OF INSTITUTIONS,"#15/1, Mallasandra, Off Kanakapura Road, Bangalore - 62",,Bangalore,Bangalore,560062,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engg,60,No
121,1-6080441,New Institute,Jain College of Engineering,"599/2, T.S. Nagar,
Hunchanhatti Road,
Macche, Belgaum,
Karnataka 590014.","Hunchanhatti Road, Macche, Belgaum - 14",Belgaum,Belgaum,590014,,,Karnataka,South-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Admin,60,No
,1-6080441,New Institute,Jain College of Engineering,"599/2, T.S. Nagar,
Hunchanhatti Road,
Macche, Belgaum,
Karnataka 590014.","Hunchanhatti Road, Macche, Belgaum - 14",Belgaum,Belgaum,590014,,,Karnataka,South-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical,60,No
